Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
28.0,Travel_Frequently,289.0,Research & Development,2.0,2,Medical,3.0,Male,38.0,2.0,1.0,Laboratory Technician,1.0,Single,2561.0,5355.0,7.0,Y,No,11.0,3.0,3.0,80.0,0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,Yes
28.0,Travel_Rarely,1423.0,Research & Development,1.0,3,Life Sciences,1.0,Male,72.0,2.0,1.0,Research Scientist,3.0,Divorced,1563.0,12530.0,1.0,Y,No,14.0,3.0,4.0,80.0,1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,No
28.0,Travel_Frequently,467.0,Sales,7.0,3,Life Sciences,3.0,Male,55.0,3.0,2.0,Sales Executive,1.0,Single,4898.0,11827.0,0.0,Y,No,14.0,3.0,4.0,80.0,0,5.0,5.0,3.0,4.0,2.0,1.0,3.0,No
49.0,Travel_Rarely,271.0,Research & Development,3.0,2,Medical,3.0,Female,43.0,2.0,2.0,Laboratory Technician,1.0,Married,4789.0,23070.0,4.0,Y,No,25.0,4.0,1.0,80.0,1,10.0,3.0,3.0,3.0,2.0,1.0,2.0,No
29.0,Travel_Frequently,410.0,Research & Development,2.0,1,Life Sciences,4.0,Female,97.0,3.0,1.0,Laboratory Technician,2.0,Married,3180.0,4668.0,0.0,Y,No,13.0,3.0,3.0,80.0,3,4.0,3.0,3.0,3.0,2.0,0.0,2.0,No
28.0,Travel_Rarely,1083.0,Research & Development,29.0,1,Life Sciences,3.0,Male,96.0,1.0,2.0,Manufacturing Director,2.0,Married,6549.0,3173.0,1.0,Y,No,14.0,3.0,2.0,80.0,2,8.0,2.0,2.0,8.0,6.0,1.0,7.0,No
33.0,Travel_Rarely,516.0,Research & Development,8.0,5,Life Sciences,4.0,Male,69.0,3.0,2.0,Healthcare Representative,3.0,Single,6388.0,22049.0,2.0,Y,Yes,17.0,3.0,1.0,80.0,0,14.0,6.0,3.0,0.0,0.0,0.0,0.0,No
32.0,Travel_Rarely,495.0,Research & Development,10.0,3,Medical,3.0,Male,64.0,3.0,3.0,Manager,4.0,Single,11244.0,21072.0,2.0,Y,No,25.0,4.0,2.0,80.0,0,10.0,5.0,4.0,5.0,2.0,0.0,0.0,No
54.0,Travel_Frequently,1050.0,Research & Development,11.0,4,Medical,2.0,Female,87.0,3.0,4.0,Manager,4.0,Divorced,16032.0,24456.0,3.0,Y,No,20.0,4.0,1.0,80.0,1,26.0,2.0,3.0,14.0,9.0,1.0,12.0,No
29.0,Travel_Rarely,224.0,Research & Development,1.0,4,Technical Degree,1.0,Male,100.0,2.0,1.0,Research Scientist,1.0,Single,2362.0,7568.0,6.0,Y,No,13.0,3.0,3.0,80.0,0,11.0,2.0,1.0,9.0,7.0,0.0,7.0,Yes
44.0,Travel_Rarely,136.0,Research & Development,28.0,3,Life Sciences,4.0,Male,32.0,3.0,4.0,Research Director,1.0,Married,16328.0,22074.0,3.0,Y,No,13.0,3.0,3.0,80.0,1,24.0,1.0,4.0,20.0,6.0,14.0,17.0,No
39.0,Travel_Rarely,1089.0,Research & Development,6.0,3,Life Sciences,2.0,Female,32.0,3.0,3.0,Manufacturing Director,2.0,Single,8376.0,9150.0,4.0,Y,No,18.0,3.0,4.0,80.0,0,9.0,3.0,3.0,2.0,0.0,2.0,2.0,No
46.0,Travel_Rarely,228.0,Sales,3.0,3,Life Sciences,3.0,Female,51.0,3.0,4.0,Manager,2.0,Married,16606.0,11380.0,8.0,Y,No,12.0,3.0,4.0,80.0,1,23.0,2.0,4.0,13.0,12.0,5.0,1.0,No
35.0,Travel_Rarely,1029.0,Research & Development,16.0,3,Life Sciences,4.0,Female,91.0,2.0,3.0,Healthcare Representative,2.0,Single,8606.0,21195.0,1.0,Y,No,19.0,3.0,4.0,80.0,0,11.0,3.0,1.0,11.0,8.0,3.0,3.0,No
23.0,Travel_Rarely,507.0,Research & Development,20.0,1,Life Sciences,1.0,Male,97.0,3.0,2.0,Laboratory Technician,3.0,Single,2272.0,24812.0,0.0,Y,No,14.0,3.0,2.0,80.0,0,5.0,2.0,3.0,4.0,3.0,1.0,2.0,No
40.0,Travel_Rarely,676.0,Research & Development,9.0,4,Life Sciences,4.0,Male,86.0,3.0,1.0,Laboratory Technician,1.0,Single,2018.0,21831.0,3.0,Y,No,14.0,3.0,2.0,80.0,0,15.0,3.0,1.0,5.0,4.0,1.0,0.0,Yes
34.0,Travel_Rarely,971.0,Sales,1.0,3,Technical Degree,4.0,Male,64.0,2.0,3.0,Sales Executive,3.0,Married,7083.0,12288.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,0,10.0,3.0,3.0,10.0,9.0,8.0,6.0,No
31.0,Travel_Frequently,561.0,Research & Development,3.0,3,Life Sciences,4.0,Female,33.0,3.0,1.0,Research Scientist,3.0,Single,4084.0,4156.0,1.0,Y,No,12.0,3.0,1.0,80.0,0,7.0,2.0,1.0,7.0,2.0,7.0,7.0,Yes
50.0,Travel_Frequently,333.0,Research & Development,22.0,5,Medical,3.0,Male,88.0,1.0,4.0,Research Director,4.0,Single,14411.0,24450.0,1.0,Y,Yes,13.0,3.0,4.0,80.0,0,32.0,2.0,3.0,32.0,6.0,13.0,9.0,No
34.0,Travel_Rarely,1440.0,Sales,7.0,2,Technical Degree,2.0,Male,55.0,3.0,1.0,Sales Representative,3.0,Married,2308.0,4944.0,0.0,Y,Yes,25.0,4.0,2.0,80.0,1,12.0,4.0,3.0,11.0,10.0,5.0,7.0,No
42.0,Travel_Rarely,1210.0,Research & Development,2.0,3,Medical,3.0,Male,68.0,2.0,1.0,Laboratory Technician,2.0,Married,4841.0,24052.0,4.0,Y,No,14.0,3.0,2.0,80.0,1,4.0,3.0,3.0,1.0,0.0,0.0,0.0,No
37.0,Travel_Rarely,674.0,Research & Development,13.0,3,Medical,1.0,Male,47.0,3.0,2.0,Research Scientist,4.0,Married,4285.0,3031.0,1.0,Y,No,17.0,3.0,1.0,80.0,0,10.0,2.0,3.0,10.0,8.0,3.0,7.0,No
29.0,Travel_Rarely,441.0,Research & Development,8.0,1,Other,3.0,Female,39.0,1.0,2.0,Healthcare Representative,1.0,Married,9715.0,7288.0,3.0,Y,No,13.0,3.0,3.0,80.0,1,9.0,3.0,3.0,7.0,7.0,0.0,7.0,No
33.0,Travel_Rarely,575.0,Research & Development,25.0,3,Life Sciences,4.0,Male,44.0,2.0,2.0,Manufacturing Director,2.0,Single,4320.0,24152.0,1.0,Y,No,13.0,3.0,4.0,80.0,0,5.0,2.0,3.0,5.0,3.0,0.0,2.0,No
45.0,Travel_Rarely,950.0,Research & Development,28.0,3,Technical Degree,4.0,Male,97.0,3.0,1.0,Research Scientist,4.0,Married,2132.0,4585.0,4.0,Y,No,20.0,4.0,4.0,80.0,1,8.0,3.0,3.0,5.0,4.0,0.0,3.0,No
42.0,Travel_Frequently,288.0,Research & Development,2.0,3,Life Sciences,4.0,Male,40.0,3.0,3.0,Healthcare Representative,4.0,Married,10124.0,18611.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,1,24.0,3.0,1.0,20.0,8.0,13.0,9.0,No
40.0,Travel_Rarely,1342.0,Sales,9.0,2,Medical,1.0,Male,47.0,3.0,2.0,Sales Executive,1.0,Married,5473.0,19345.0,0.0,Y,No,12.0,3.0,4.0,80.0,0,9.0,5.0,4.0,8.0,4.0,7.0,1.0,No
33.0,Travel_Rarely,589.0,Research & Development,28.0,4,Life Sciences,2.0,Male,79.0,3.0,2.0,Laboratory Technician,3.0,Married,5207.0,22949.0,1.0,Y,Yes,12.0,3.0,2.0,80.0,1,15.0,3.0,3.0,15.0,14.0,5.0,7.0,No
40.0,Travel_Rarely,898.0,Human Resources,6.0,2,Medical,3.0,Male,38.0,3.0,4.0,Manager,4.0,Single,16437.0,17381.0,1.0,Y,Yes,21.0,4.0,4.0,80.0,0,21.0,2.0,3.0,21.0,7.0,7.0,7.0,No
24.0,Travel_Rarely,350.0,Research & Development,21.0,2,Technical Degree,3.0,Male,57.0,2.0,1.0,Laboratory Technician,1.0,Divorced,2296.0,10036.0,0.0,Y,No,14.0,3.0,2.0,80.0,3,2.0,3.0,3.0,1.0,1.0,0.0,0.0,No
40.0,Non-Travel,1142.0,Research & Development,8.0,2,Life Sciences,4.0,Male,72.0,3.0,2.0,Healthcare Representative,4.0,Divorced,4069.0,8841.0,3.0,Y,Yes,18.0,3.0,3.0,80.0,0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,No
45.0,Travel_Rarely,538.0,Research & Development,1.0,4,Technical Degree,1.0,Male,66.0,3.0,3.0,Healthcare Representative,2.0,Divorced,7441.0,20933.0,1.0,Y,No,12.0,3.0,1.0,80.0,3,10.0,4.0,3.0,10.0,8.0,7.0,7.0,No
35.0,Travel_Rarely,1402.0,Sales,28.0,4,Life Sciences,2.0,Female,98.0,2.0,1.0,Sales Representative,3.0,Married,2430.0,26204.0,0.0,Y,No,23.0,4.0,1.0,80.0,2,6.0,5.0,3.0,5.0,3.0,4.0,2.0,No
32.0,Travel_Rarely,824.0,Research & Development,5.0,2,Life Sciences,4.0,Female,67.0,2.0,2.0,Research Scientist,2.0,Married,5878.0,15624.0,3.0,Y,No,12.0,3.0,1.0,80.0,1,12.0,2.0,3.0,7.0,1.0,2.0,5.0,No
36.0,Travel_Rarely,1157.0,Sales,2.0,4,Life Sciences,3.0,Male,70.0,3.0,1.0,Sales Representative,4.0,Single,2644.0,17001.0,3.0,Y,Yes,21.0,4.0,4.0,80.0,0,7.0,3.0,2.0,3.0,2.0,1.0,2.0,No
48.0,Travel_Rarely,492.0,Sales,16.0,4,Life Sciences,3.0,Female,96.0,3.0,2.0,Sales Executive,3.0,Divorced,6439.0,13693.0,8.0,Y,No,14.0,3.0,3.0,80.0,1,18.0,2.0,3.0,8.0,7.0,7.0,7.0,No
29.0,Travel_Rarely,598.0,Research & Development,9.0,3,Life Sciences,3.0,Male,91.0,4.0,1.0,Research Scientist,3.0,Married,2451.0,22376.0,6.0,Y,No,18.0,3.0,1.0,80.0,2,5.0,2.0,2.0,1.0,0.0,0.0,0.0,No
33.0,Travel_Rarely,1242.0,Sales,8.0,4,Life Sciences,1.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Married,6392.0,10589.0,2.0,Y,No,13.0,3.0,4.0,80.0,1,8.0,6.0,1.0,2.0,2.0,2.0,2.0,No
30.0,Travel_Rarely,740.0,Sales,1.0,3,Life Sciences,2.0,Male,64.0,2.0,2.0,Sales Executive,1.0,Married,9714.0,5323.0,1.0,Y,No,11.0,3.0,4.0,80.0,1,10.0,4.0,3.0,10.0,8.0,6.0,7.0,Yes
38.0,Travel_Frequently,888.0,Human Resources,10.0,4,Human Resources,3.0,Male,71.0,3.0,2.0,Human Resources,3.0,Married,6077.0,14814.0,3.0,Y,No,11.0,3.0,3.0,80.0,0,10.0,2.0,3.0,6.0,3.0,1.0,2.0,No
35.0,Travel_Rarely,992.0,Research & Development,1.0,3,Medical,4.0,Male,68.0,2.0,1.0,Laboratory Technician,1.0,Single,2450.0,21731.0,1.0,Y,No,19.0,3.0,2.0,80.0,0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,No
30.0,Travel_Rarely,1288.0,Sales,29.0,4,Technical Degree,3.0,Male,33.0,3.0,3.0,Sales Executive,2.0,Married,9250.0,17799.0,3.0,Y,No,12.0,3.0,2.0,80.0,1,9.0,3.0,3.0,4.0,2.0,1.0,3.0,No
35.0,Travel_Rarely,104.0,Research & Development,2.0,3,Life Sciences,1.0,Female,69.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2074.0,26619.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes
53.0,Travel_Rarely,607.0,Research & Development,2.0,5,Technical Degree,3.0,Female,78.0,2.0,3.0,Manufacturing Director,4.0,Married,10169.0,14618.0,0.0,Y,No,16.0,3.0,2.0,80.0,1,34.0,4.0,3.0,33.0,7.0,1.0,9.0,Yes
38.0,Travel_Rarely,903.0,Research & Development,2.0,3,Medical,3.0,Male,81.0,3.0,2.0,Manufacturing Director,2.0,Married,4855.0,7653.0,4.0,Y,No,11.0,3.0,1.0,80.0,2,7.0,2.0,3.0,5.0,2.0,1.0,4.0,Yes
32.0,Non-Travel,1200.0,Research & Development,1.0,4,Technical Degree,4.0,Male,62.0,3.0,2.0,Research Scientist,1.0,Married,4087.0,25174.0,4.0,Y,No,14.0,3.0,2.0,80.0,1,9.0,3.0,2.0,6.0,5.0,1.0,2.0,No
48.0,Travel_Rarely,1108.0,Research & Development,15.0,4,Other,3.0,Female,65.0,3.0,1.0,Research Scientist,1.0,Married,2367.0,16530.0,8.0,Y,No,12.0,3.0,4.0,80.0,1,10.0,3.0,2.0,8.0,2.0,7.0,6.0,No
34.0,Travel_Rarely,479.0,Research & Development,7.0,4,Medical,1.0,Male,35.0,3.0,1.0,Research Scientist,4.0,Single,2972.0,22061.0,1.0,Y,No,13.0,3.0,3.0,80.0,0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,No
55.0,Travel_Rarely,685.0,Sales,26.0,5,Marketing,3.0,Male,60.0,2.0,5.0,Manager,4.0,Married,19586.0,23037.0,1.0,Y,No,21.0,4.0,3.0,80.0,1,36.0,3.0,3.0,36.0,6.0,2.0,13.0,No
34.0,Travel_Rarely,1351.0,Research & Development,1.0,4,Life Sciences,2.0,Male,45.0,3.0,2.0,Research Scientist,4.0,Married,5484.0,13008.0,9.0,Y,No,17.0,3.0,2.0,80.0,1,9.0,3.0,2.0,2.0,2.0,2.0,1.0,No
26.0,Travel_Rarely,474.0,Research & Development,3.0,3,Life Sciences,1.0,Female,89.0,3.0,1.0,Research Scientist,4.0,Married,2061.0,11133.0,1.0,Y,No,21.0,4.0,1.0,80.0,0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,No
38.0,Travel_Rarely,1245.0,Sales,14.0,3,Life Sciences,3.0,Male,80.0,3.0,2.0,Sales Executive,2.0,Married,9924.0,12355.0,0.0,Y,No,11.0,3.0,4.0,80.0,1,10.0,3.0,3.0,9.0,8.0,7.0,7.0,No
38.0,Travel_Rarely,437.0,Sales,16.0,3,Life Sciences,2.0,Female,90.0,3.0,2.0,Sales Executive,2.0,Single,4198.0,16379.0,2.0,Y,No,12.0,3.0,2.0,80.0,0,8.0,5.0,4.0,3.0,2.0,1.0,2.0,No
36.0,Travel_Rarely,884.0,Sales,1.0,4,Life Sciences,2.0,Female,73.0,3.0,2.0,Sales Executive,3.0,Single,6815.0,21447.0,6.0,Y,No,13.0,3.0,1.0,80.0,0,15.0,5.0,3.0,1.0,0.0,0.0,0.0,No
29.0,Travel_Rarely,1370.0,Research & Development,3.0,1,Medical,2.0,Male,87.0,3.0,1.0,Laboratory Technician,1.0,Single,4723.0,16213.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,0,10.0,3.0,3.0,10.0,9.0,1.0,5.0,No
35.0,Travel_Rarely,670.0,Research & Development,10.0,4,Medical,1.0,Female,51.0,3.0,2.0,Healthcare Representative,3.0,Single,6142.0,4223.0,3.0,Y,Yes,16.0,3.0,3.0,80.0,0,10.0,4.0,3.0,5.0,2.0,0.0,4.0,No
39.0,Travel_Rarely,1462.0,Sales,6.0,3,Medical,4.0,Male,38.0,4.0,3.0,Sales Executive,3.0,Married,8237.0,4658.0,2.0,Y,No,11.0,3.0,1.0,80.0,1,11.0,3.0,3.0,7.0,6.0,7.0,6.0,No
29.0,Travel_Frequently,995.0,Research & Development,2.0,1,Life Sciences,1.0,Male,87.0,3.0,2.0,Healthcare Representative,4.0,Divorced,8853.0,24483.0,1.0,Y,No,19.0,3.0,4.0,80.0,1,6.0,0.0,4.0,6.0,4.0,1.0,3.0,No
50.0,Travel_Rarely,264.0,Sales,9.0,3,Marketing,3.0,Male,59.0,3.0,5.0,Manager,3.0,Married,19331.0,19519.0,4.0,Y,Yes,16.0,3.0,3.0,80.0,1,27.0,2.0,3.0,1.0,0.0,0.0,0.0,No
23.0,Travel_Rarely,977.0,Research & Development,10.0,3,Technical Degree,4.0,Male,45.0,4.0,1.0,Research Scientist,3.0,Married,2073.0,12826.0,2.0,Y,No,16.0,3.0,4.0,80.0,1,4.0,2.0,3.0,2.0,2.0,2.0,2.0,No
36.0,Travel_Frequently,1302.0,Research & Development,6.0,4,Life Sciences,1.0,Male,80.0,4.0,2.0,Laboratory Technician,1.0,Married,5562.0,19711.0,3.0,Y,Yes,13.0,3.0,4.0,80.0,1,9.0,3.0,3.0,3.0,2.0,0.0,2.0,No
42.0,Travel_Rarely,1059.0,Research & Development,9.0,2,Other,4.0,Male,93.0,2.0,5.0,Manager,4.0,Single,19613.0,26362.0,8.0,Y,No,22.0,4.0,4.0,80.0,0,24.0,2.0,3.0,1.0,0.0,0.0,1.0,No
35.0,Travel_Rarely,750.0,Research & Development,28.0,3,Life Sciences,2.0,Male,46.0,4.0,2.0,Laboratory Technician,3.0,Married,3407.0,25348.0,1.0,Y,No,17.0,3.0,4.0,80.0,2,10.0,3.0,2.0,10.0,9.0,6.0,8.0,No
34.0,Travel_Frequently,653.0,Research & Development,10.0,4,Technical Degree,4.0,Male,92.0,2.0,2.0,Healthcare Representative,3.0,Married,5063.0,15332.0,1.0,Y,No,14.0,3.0,2.0,80.0,1,8.0,3.0,2.0,8.0,2.0,7.0,7.0,No
40.0,Travel_Rarely,118.0,Sales,14.0,2,Life Sciences,4.0,Female,84.0,3.0,2.0,Sales Executive,1.0,Married,4639.0,11262.0,1.0,Y,No,15.0,3.0,3.0,80.0,1,5.0,2.0,3.0,5.0,4.0,1.0,2.0,No
43.0,Travel_Rarely,990.0,Research & Development,27.0,3,Technical Degree,4.0,Male,87.0,4.0,1.0,Laboratory Technician,2.0,Divorced,4876.0,5855.0,5.0,Y,No,12.0,3.0,3.0,80.0,1,8.0,0.0,3.0,6.0,4.0,0.0,2.0,No
35.0,Travel_Rarely,1349.0,Research & Development,7.0,2,Life Sciences,3.0,Male,63.0,2.0,1.0,Laboratory Technician,4.0,Married,2690.0,7713.0,1.0,Y,No,18.0,3.0,4.0,80.0,1,1.0,5.0,2.0,1.0,0.0,0.0,1.0,No
46.0,Travel_Rarely,563.0,Sales,1.0,4,Life Sciences,4.0,Male,56.0,4.0,4.0,Manager,1.0,Single,17567.0,3156.0,1.0,Y,No,15.0,3.0,2.0,80.0,0,27.0,5.0,1.0,26.0,0.0,0.0,12.0,No
28.0,Travel_Rarely,329.0,Research & Development,24.0,3,Medical,3.0,Male,51.0,3.0,1.0,Laboratory Technician,2.0,Married,2408.0,7324.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,3,1.0,3.0,3.0,1.0,1.0,0.0,0.0,Yes
22.0,Non-Travel,457.0,Research & Development,26.0,2,Other,2.0,Female,85.0,2.0,1.0,Research Scientist,3.0,Married,2814.0,10293.0,1.0,Y,Yes,14.0,3.0,2.0,80.0,0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,No
50.0,Travel_Frequently,1234.0,Research & Development,20.0,5,Medical,2.0,Male,41.0,3.0,4.0,Healthcare Representative,3.0,Married,11245.0,20689.0,2.0,Y,Yes,15.0,3.0,3.0,80.0,1,32.0,3.0,3.0,30.0,8.0,12.0,13.0,No
32.0,Travel_Rarely,634.0,Research & Development,5.0,4,Other,2.0,Female,35.0,4.0,1.0,Research Scientist,4.0,Married,3312.0,18783.0,3.0,Y,No,17.0,3.0,4.0,80.0,2,6.0,3.0,3.0,3.0,2.0,0.0,2.0,No
44.0,Travel_Rarely,1313.0,Research & Development,7.0,3,Medical,2.0,Female,31.0,3.0,5.0,Research Director,4.0,Divorced,19049.0,3549.0,0.0,Y,Yes,14.0,3.0,4.0,80.0,1,23.0,4.0,2.0,22.0,7.0,1.0,10.0,No
30.0,Travel_Rarely,241.0,Research & Development,7.0,3,Medical,2.0,Male,48.0,2.0,1.0,Research Scientist,2.0,Married,2141.0,5348.0,1.0,Y,No,12.0,3.0,2.0,80.0,1,6.0,3.0,2.0,6.0,4.0,1.0,1.0,No
45.0,Travel_Rarely,1015.0,Research & Development,5.0,5,Medical,3.0,Female,50.0,1.0,2.0,Laboratory Technician,1.0,Single,5769.0,23447.0,1.0,Y,Yes,14.0,3.0,1.0,80.0,0,10.0,3.0,3.0,10.0,7.0,1.0,4.0,No
45.0,Non-Travel,336.0,Sales,26.0,3,Marketing,1.0,Male,52.0,2.0,2.0,Sales Executive,1.0,Married,4385.0,24162.0,1.0,Y,No,15.0,3.0,1.0,80.0,1,10.0,2.0,3.0,10.0,7.0,4.0,5.0,No
31.0,Travel_Frequently,715.0,Sales,2.0,4,Other,4.0,Male,54.0,3.0,2.0,Sales Executive,1.0,Single,5332.0,21602.0,7.0,Y,No,13.0,3.0,4.0,80.0,0,10.0,3.0,3.0,5.0,2.0,0.0,3.0,No
36.0,Travel_Rarely,559.0,Research & Development,12.0,4,Life Sciences,3.0,Female,76.0,3.0,2.0,Manufacturing Director,3.0,Married,4663.0,12421.0,9.0,Y,Yes,12.0,3.0,2.0,80.0,2,7.0,2.0,3.0,3.0,2.0,1.0,1.0,No
34.0,Travel_Frequently,426.0,Research & Development,10.0,4,Life Sciences,3.0,Male,42.0,4.0,2.0,Manufacturing Director,4.0,Divorced,4724.0,17000.0,1.0,Y,No,13.0,3.0,1.0,80.0,1,9.0,3.0,3.0,9.0,7.0,7.0,2.0,No
49.0,Travel_Rarely,722.0,Research & Development,25.0,4,Life Sciences,3.0,Female,84.0,3.0,1.0,Laboratory Technician,1.0,Married,3211.0,22102.0,1.0,Y,No,14.0,3.0,4.0,80.0,1,10.0,3.0,2.0,9.0,6.0,1.0,4.0,No
39.0,Travel_Rarely,1387.0,Research & Development,10.0,5,Medical,2.0,Male,76.0,3.0,2.0,Manufacturing Director,1.0,Married,5377.0,3835.0,2.0,Y,No,13.0,3.0,4.0,80.0,3,10.0,3.0,3.0,7.0,7.0,7.0,7.0,No
27.0,Travel_Rarely,1302.0,Research & Development,19.0,3,Other,4.0,Male,67.0,2.0,1.0,Laboratory Technician,1.0,Divorced,4066.0,16290.0,1.0,Y,No,11.0,3.0,1.0,80.0,2,7.0,3.0,3.0,7.0,7.0,0.0,7.0,No
35.0,Travel_Rarely,819.0,Research & Development,18.0,5,Life Sciences,2.0,Male,48.0,4.0,2.0,Research Scientist,1.0,Married,5208.0,26312.0,1.0,Y,No,11.0,3.0,4.0,80.0,0,16.0,2.0,3.0,16.0,15.0,1.0,10.0,No
28.0,Travel_Rarely,580.0,Research & Development,27.0,3,Medical,2.0,Female,39.0,1.0,2.0,Manufacturing Director,1.0,Divorced,4877.0,20460.0,0.0,Y,No,21.0,4.0,2.0,80.0,1,6.0,5.0,2.0,5.0,3.0,0.0,0.0,No
21.0,Travel_Rarely,546.0,Research & Development,5.0,1,Medical,3.0,Male,97.0,3.0,1.0,Research Scientist,4.0,Single,3117.0,26009.0,1.0,Y,No,18.0,3.0,3.0,80.0,0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,No
18.0,Travel_Frequently,544.0,Sales,3.0,2,Medical,2.0,Female,70.0,3.0,1.0,Sales Representative,4.0,Single,1569.0,18420.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,Yes
47.0,Travel_Rarely,1176.0,Human Resources,26.0,4,Life Sciences,4.0,Female,98.0,3.0,5.0,Manager,3.0,Married,19658.0,5220.0,3.0,Y,No,11.0,3.0,3.0,80.0,1,27.0,2.0,3.0,5.0,2.0,1.0,0.0,No
39.0,Travel_Rarely,170.0,Research & Development,3.0,2,Medical,3.0,Male,76.0,2.0,2.0,Laboratory Technician,3.0,Divorced,3069.0,10302.0,0.0,Y,No,15.0,3.0,4.0,80.0,1,11.0,3.0,3.0,10.0,8.0,0.0,7.0,No
40.0,Travel_Rarely,884.0,Research & Development,15.0,3,Life Sciences,1.0,Female,80.0,2.0,3.0,Manufacturing Director,3.0,Married,10435.0,25800.0,1.0,Y,No,13.0,3.0,4.0,80.0,2,18.0,2.0,3.0,18.0,15.0,14.0,12.0,No
35.0,Non-Travel,208.0,Research & Development,8.0,4,Life Sciences,3.0,Female,52.0,3.0,2.0,Healthcare Representative,3.0,Married,4148.0,12250.0,1.0,Y,No,12.0,3.0,4.0,80.0,1,15.0,5.0,3.0,14.0,11.0,2.0,9.0,No
37.0,Travel_Rarely,671.0,Research & Development,19.0,3,Life Sciences,3.0,Male,85.0,3.0,2.0,Manufacturing Director,3.0,Married,5768.0,26493.0,3.0,Y,No,17.0,3.0,1.0,80.0,3,9.0,2.0,2.0,4.0,3.0,0.0,2.0,No
39.0,Travel_Frequently,711.0,Research & Development,4.0,3,Medical,1.0,Female,81.0,3.0,2.0,Manufacturing Director,3.0,Single,5042.0,3140.0,0.0,Y,No,13.0,3.0,4.0,80.0,0,10.0,2.0,1.0,9.0,2.0,3.0,8.0,No
45.0,Travel_Rarely,1329.0,Research & Development,2.0,2,Other,4.0,Female,59.0,2.0,2.0,Manufacturing Director,4.0,Divorced,5770.0,5388.0,1.0,Y,No,19.0,3.0,1.0,80.0,2,10.0,3.0,3.0,10.0,7.0,3.0,9.0,No
38.0,Travel_Rarely,397.0,Research & Development,2.0,2,Medical,4.0,Female,54.0,2.0,3.0,Manufacturing Director,3.0,Married,7756.0,14199.0,3.0,Y,Yes,19.0,3.0,4.0,80.0,1,10.0,6.0,4.0,5.0,4.0,0.0,2.0,No
35.0,Travel_Rarely,737.0,Sales,10.0,3,Medical,4.0,Male,55.0,2.0,3.0,Sales Executive,1.0,Married,10306.0,21530.0,9.0,Y,No,17.0,3.0,3.0,80.0,0,15.0,3.0,3.0,13.0,12.0,6.0,0.0,Yes
37.0,Travel_Rarely,1470.0,Research & Development,10.0,3,Medical,2.0,Female,71.0,3.0,1.0,Research Scientist,2.0,Married,3936.0,9953.0,1.0,Y,No,11.0,3.0,1.0,80.0,1,8.0,2.0,1.0,8.0,4.0,7.0,7.0,No
40.0,Travel_Rarely,448.0,Research & Development,16.0,3,Life Sciences,3.0,Female,84.0,3.0,3.0,Manufacturing Director,4.0,Single,7945.0,19948.0,6.0,Y,Yes,15.0,3.0,4.0,80.0,0,18.0,2.0,2.0,4.0,2.0,3.0,3.0,No
44.0,Travel_Frequently,602.0,Human Resources,1.0,5,Human Resources,1.0,Male,37.0,3.0,2.0,Human Resources,4.0,Married,5743.0,10503.0,4.0,Y,Yes,11.0,3.0,3.0,80.0,0,14.0,3.0,3.0,10.0,7.0,0.0,2.0,No
48.0,Travel_Frequently,365.0,Research & Development,4.0,5,Medical,3.0,Male,89.0,2.0,4.0,Manager,4.0,Married,15202.0,5602.0,2.0,Y,No,25.0,4.0,2.0,80.0,1,23.0,3.0,3.0,2.0,2.0,2.0,2.0,No
35.0,Travel_Rarely,763.0,Sales,15.0,2,Medical,1.0,Male,59.0,1.0,2.0,Sales Executive,4.0,Divorced,5440.0,22098.0,6.0,Y,Yes,14.0,3.0,4.0,80.0,2,7.0,2.0,2.0,2.0,2.0,2.0,2.0,Yes
24.0,Travel_Frequently,567.0,Research & Development,2.0,1,Technical Degree,1.0,Female,32.0,3.0,1.0,Research Scientist,4.0,Single,3760.0,17218.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,0,6.0,2.0,3.0,6.0,3.0,1.0,3.0,No
